name,municipality,iata_code,type
Erzurum International Airport,Erzurum,ERZ,medium_airport
Kars Airport,Kars,KSY,medium_airport
Trabzon International Airport,Trabzon,TZX,medium_airport
Van Ferit Melen Airport,Van,VAN,medium_airport
Batman Airport,Batman,BAL,medium_airport
Muş Airport,Muş,MSR,medium_airport
Siirt Airport,Siirt,SXZ,medium_airport
Sinop Airport,Sinop,NOP,medium_airport
Kahramanmaraş Airport,Kahramanmaraş,KCM,medium_airport
Ağrı Airport,Ağrı,AJI,medium_airport
Adıyaman Airport,Adıyaman,ADF,medium_airport
Mardin Airport,Mardin,MQM,medium_airport
Şanlıurfa GAP Airport,Şanlıurfa,GNY,medium_airport
Iğdır Airport,Iğdır,IGD,medium_airport
Şırnak Şerafettin Elçi Airport,Şırnak,NKT,medium_airport
Hakkari Yüksekova Airport,Hakkari,YKO,medium_airport
Hatay Airport,Antakya,HTY,medium_airport
Leitre Airport,Leitre,LTF,small_airport
Selçuk Efes Airport,Selçuk,IZM,small_airport
Süleyman Demirel International Airport,Isparta,ISE,medium_airport
Balıkesir Koca Seyit Airport,Edremit,EDO,medium_airport
Milas Bodrum International Airport,Bodrum,BJV,large_airport
Gazipaşa-Alanya Airport,Gazipaşa,GZP,medium_airport
Samsun-Çarşamba Airport,Samsun,SZF,medium_airport
Istanbul Sabiha Gökçen International Airport,"Pendik, Istanbul",SAW,large_airport
İstanbul Airport,"Arnavutköy, Istanbul",IST,large_airport
Bălți International Airport,Bălți,BZY,medium_airport
Chişinău International Airport,Chişinău,RMO,medium_airport
Lebak Rural Airport,Lebak,LWA,small_airport
Ohrid St. Paul the Apostle Airport,Ohrid,OHD,medium_airport
Skopje International Airport,Ilinden,SKP,large_airport
Gibraltar Airport,Gibraltar,GIB,large_airport
Brak Airport,Brak,BCQ,medium_airport
Martuba Air Base,Martuba,DNF,small_airport
Misrata International Airport,Misrata,MRA,small_airport
Ubari Airport,Ubari,QUB,small_airport
Ponikve Airport,Stapari,UZC,medium_airport
Belgrade Nikola Tesla Airport,Belgrade,BEG,large_airport
Berane Airport,Berane,IVG,small_airport
Batajnica Air Base,Zemun,BJY,medium_airport
Morava Airport,Kraljevo,KVO,medium_airport
Niš Constantine the Great Airport,Niš,INI,medium_airport
Podgorica Airport / Podgorica Golubovci Airbase,Podgorica,TGD,large_airport
Tivat Airport,Tivat,TIV,medium_airport
Langzhong Gucheng Airport,Nanchong (Langzhong),LZG,medium_airport
M. R. Štefánik Airport,Bratislava,BTS,large_airport
Košice International Airport,Košice,KSC,medium_airport
Lučenec Airfield,Lučenec,LUE,small_airport
Piešťany Airport,Piešťany,PZY,medium_airport
Prešov Air Base,Prešov,POV,small_airport
Sliač Airport,Sliač,SLD,medium_airport
Poprad-Tatry Airport,Poprad,TAT,medium_airport
Žilina-Dolný Hričov Airport,Dolný Hričov,ILZ,medium_airport
Drummond Airport,Drummond,DRU,small_airport
Guelmim Airport,Guelmim,GLN,small_airport
Ware Airport,Ware,UWA,small_airport
Mamai Airport,Mamai,MAP,small_airport
JAGS McCartney International Airport,Cockburn Town,GDT,medium_airport
Middle Caicos Airport,Middle Caicos,MDS,small_airport
North Caicos Airport,North Caicos,NCA,medium_airport
Pine Cay Airport,Pine Cay,PIC,small_airport
Providenciales International Airport,Providenciales,PLS,large_airport
South Caicos Airport,South Caicos,XSC,medium_airport
Salt Cay Airport,Salt Cay,SLX,small_airport
Maria Montez International Airport,Barahona,BRX,medium_airport
Cabo Rojo Airport,Cabo Rojo,CBJ,medium_airport
Samaná El Catey International Airport,Samana,AZS,medium_airport
Constanza - Expedición 14 de Junio National Airport,Costanza,COZ,small_airport
La Isabela International Airport,La Isabela,JBQ,medium_airport
Casa De Campo International Airport,La Romana,LRM,large_airport
Punta Cana International Airport,Punta Cana,PUJ,large_airport
Gregorio Luperon International Airport,Puerto Plata,POP,medium_airport
Las Américas International Airport,Santo Domingo,SDQ,large_airport
Cibao International Airport,Santiago,STI,medium_airport
Médouneu Airport,"Médouneu, Gabon",MDV,small_airport
Loring International Airport,Limestone,LIZ,small_airport
Melfi Airport,Melfi,MEF,small_airport
Ambohibary Airport,Moramanga,OHB,small_airport
Ankokoambo Airport,Ankokoambo,NKO,small_airport
Relais de la Reine Airport,Isalo,RLR,small_airport
Doany Airport,Doany,DOA,small_airport
Coban Airport,Coban,CBV,medium_airport
Carmelita Airport,Carmelita,CMM,small_airport
Coatepeque Airport,Coatepeque,CTF,small_airport
La Aurora Airport,Guatemala City,GUA,large_airport
Huehuetenango Airport,Huehuetenango,HUG,small_airport
National Wildlife Refuge Airport,Matagorda Island,MGI,small_airport
Manga Airport,Manga Mission,MGP,small_airport
Puerto Barrios Airport,Puerto Barrios,PBR,medium_airport
Poptún Airport,Poptún,PON,small_airport
Quiché Airport,Santa Cruz del Quiché,AQB,small_airport
Quezaltenango Airport,Quezaltenango,AAZ,small_airport
Rubelsanto Airport,Rubelsanto,RUV,medium_airport
Las Vegas Airport,Rio Dulce,LCF,small_airport
Retalhuleu Airport,Retalhuleu,RER,medium_airport
San José Airport,Puerto San José,GSJ,medium_airport
Mundo Maya International Airport,San Benito,FRS,medium_airport
Ailuk Airport,Ailuk Island,AIM,small_airport
Aur Island Airport,Aur Atoll,AUL,small_airport
Enyu Airfield,Bikini Atoll,BII,small_airport
Ebadon Airport,Ebadon Island,EBN,small_airport
Jabot Airport,Ailinglapalap Atoll,JAT,small_airport
Jeh Airport,Ailinglapalap Atoll,JEJ,small_airport
Likiep Airport,Likiep Island,LIK,small_airport
Lae Island Airport,Lae Island,LML,small_airport
Maloelap Island Airport,Maloelap Island,MAV,small_airport
Mejit Atoll Airport,Mejit Atoll,MJB,small_airport
Majkin Airport,Majkin,MJE,small_airport
Namorik Airport,Namorik Atoll,NDK,small_airport
Rongelap Island Airport,Rongelap Island,RNP,small_airport
Tinak Airport,Arno Atoll,TIC,small_airport
Jaluit Airport,Jabor Jaluit Atoll,UIT,small_airport
Woja Airport,Woja,WJA,small_airport
Wotje Airport,Wotje,WTE,small_airport
Wotho Island Airport,Wotho Island,WTO,small_airport
Ahuas Airport,Ahuas,AHS,small_airport
Brus Laguna Airport,Brus Laguna,BHG,small_airport
Carta Airport,La Unión,LUI,small_airport
Coyoles Airport,Coyoles,CYL,small_airport
Cauquira Airport,Cauquira,CDD,small_airport
El Arrayán Airport,Olanchito,OAN,small_airport
El Aguacate Airport,El Aguacate,CAA,small_airport
Celaque Gracias Airport,Gracias,GAC,small_airport
Iriona Airport,Iriona,IRN,small_airport
Jutigalpa airport,Jutigalpa,JUT,small_airport
Goloson International Airport,La Ceiba,LCE,medium_airport
La Esperanza Airport,La Esperanza,LEZ,small_airport
Ramón Villeda Morales International Airport,San Pedro Sula,SAP,medium_airport
Limon Airport,Limón,LMH,small_airport
Hooker County Airport,Mullen,MHN,small_airport
La Laguna Airport,Guanaja,GJA,medium_airport
Palacios Airport,Palacios,PCH,small_airport
Puerto Lempira Airport,Puerto Lempira,PEU,small_airport
Juan Manuel Gálvez International Airport,Coxen Hole,RTB,medium_airport
Rioamarillo Airport,Copán Ruinas,RUY,small_airport
Palmerola International Airport / José Enrique Soto Cano Air Base,Palmerola,XPL,medium_airport
Tela Airport,Tela,TEA,medium_airport
Toncontín International Airport,Tegucigalpa,TGU,medium_airport
Trujillo Airport,Trujillo,TJI,medium_airport
Tocoa Airport,Tocoa,TCF,small_airport
Sulaco Airport,Sulaco,SCD,small_airport
Utila Airport,Utila Island,UII,small_airport
Morehead Airport,Morehead,MHY,small_airport
Yoro Airport,Yoro,ORO,small_airport
Mainoru Airstrip,Mainoru,MIZ,small_airport
Moki Airport,Moki,MJJ,small_airport
Maganja da Costa Airport,Maganja,MJS,small_airport
Ian Fleming International Airport,Boscobel,OCJ,medium_airport
Norman Manley International Airport,Kingston,KIN,large_airport
Sangster International Airport,Montego Bay,MBJ,medium_airport
Ken Jones Airport,Ken Jones,POT,medium_airport
Malekolon Airport,Babase Island,MKN,small_airport
Negril Airport,Negril,NEG,small_airport
Tinson Pen Airport,Tinson Pen,KTP,medium_airport
Mili Island Airport,Mili Island,MIJ,small_airport
Malalaua Airport,Malalaua,MLQ,small_airport
Hinthada Airport,Hinthada,HEB,small_airport
Heho Airport,Kalaw Township,HEH,small_airport
Aeródromo de Cupul,Tizimin,TZM,small_airport
Aeropuerto Internacional Juan N. Álvarez,Ciudad de Acapulco,ACA,medium_airport
Del Norte International Airport,Monterrey,NTR,medium_airport
Aeropuerto Internacional Jesús Terán Peredo,Aguascalientes,AGU,medium_airport
Bahías de Huatulco International Airport,Huatulco,HUX,medium_airport
Cananea National Airport,Cananea,CNA,small_airport
Aeropuerto Internacional Mariano Matamoros,Temixco,CVJ,medium_airport
Ciudad Acuña New International Airport,Ciudad Acuña,ACN,small_airport
Ciudad del Carmen International Airport,Ciudad del Carmen,CME,medium_airport
Aeropuerto Municipal de Nuevo Casas Grandes,Nuevo Casas Grandes,NCG,small_airport
Bachigualato Federal International Airport,Culiacán,CUL,medium_airport
Aeropuerto Internacional de Chetumal,Chetumal,CTM,medium_airport
Ciudad Obregón International Airport,Ciudad Obregón,CEN,medium_airport
San Antonio Copalar Airport,Comitán,CJT,small_airport
Ingeniero Alberto Acuña Ongay International Airport,Campeche,CPE,medium_airport
Abraham González International Airport,Ciudad Juárez,CJS,medium_airport
Aeropuerto Internacional de Chichen Itza,Chichen Itza,CZA,small_airport
General Roberto Fierro Villalobos International Airport,Chihuahua,CUU,medium_airport
General Pedro Jose Mendez International Airport,Ciudad Victoria,CVM,medium_airport
Aeropuerto Nacional Captain Rogelio Castillo,Celaya,CYW,medium_airport
Aeropuerto Internacional de Cozumel,Ciudad de Cozumel,CZM,large_airport
Ciudad Constitución National Airport,Comondú,CUA,small_airport
Ciudad Mante Los Huastecas National Airport,Ciudad Mante,MMC,small_airport
Aeropuerto Internacional General Guadalupe Victoria,Ciudad de Durango,DGO,large_airport
Amado Nervo National Airport,Tepic,TPQ,medium_airport
Aeropuerto Internacional de Ensenada,Ensenada,ESE,small_airport
Guadalajara International Airport,Guadalajara,GDL,large_airport
General José María Yáñez International Airport,Guaymas,GYM,medium_airport
Guerrero Negro Airport,San Quintín,GUB,small_airport
Tehuacan Airport,,TCN,small_airport
General Ignacio P. Garcia International Airport,Hermosillo,HMO,medium_airport
Aeropuerto Internacional Licenciado Miguel de la Madrid,Colima,CLQ,medium_airport
Aeropuerto Nacional de Isla Mujeres,Isla Mujeres,ISJ,small_airport
Plan De Guadalupe International Airport,Saltillo,SLW,medium_airport
Aeropuerto Nacional General Antonio Cárdenas Rodríguez,Ixtepec,IZT,medium_airport
El Lencero Airport,Xalapa,JAL,medium_airport
Aeropuerto Nacional Jorge Jiménez Cantú,Atizapán de Zaragoza,AZP,small_airport
Lázaro Cárdenas Airport,Lázaro Cárdenas,LZC,medium_airport
Valle del Fuerte International Airport,Los Mochis,LMM,medium_airport
Aeropuerto Internacional del Bajío,Silao,BJX,medium_airport
Manuel Márquez de León International Airport,La Paz,LAP,medium_airport
Loreto International Airport,Loreto,LTO,medium_airport
General Servando Canales International Airport,Matamoros,MAM,medium_airport
Aeropuerto Internacional Manuel Crescencio Rejón,Ciudad de Mérida,MID,large_airport
Mulege Airport,Mulege,MUG,small_airport
Aeropuerto Internacional Gral. Rodolfo Sánchez Taboada,Mexicali,MXL,medium_airport
General Francisco J. Mujica International Airport,Morelia,MLM,medium_airport
Minatitlán/Coatzacoalcos International Airport,Cosoleacaque,MTT,medium_airport
Monclova International Airport,Monclova,LOV,medium_airport
Benito Juárez International Airport,Ciudad de México,MEX,large_airport
Monterrey International Airport,Monterrey,MTY,large_airport
General Rafael Buelna International Airport,Mazatlàn,MZT,large_airport
Nogales International Airport,Nogales,NOG,small_airport
Quetzalcóatl International Airport,Nuevo Laredo,NLD,medium_airport
Aeropuerto Internacional Xoxocotlán,Oaxaca,OAX,medium_airport
El Tajín National Airport,Poza Rica,PAZ,medium_airport
Aeropuerto Internacional Hermanos Serdán,Puebla,PBC,medium_airport
Piedras Negras International Airport,Piedras Negras,PDS,medium_airport
Punta Colorada Airport,La Ribera,PCO,small_airport
Uruapan - Licenciado y General Ignacio Lopez Rayon International Airport,Uruapan,UPN,medium_airport
Palenque International Airport,Palenque,PQM,small_airport
Puerto Vallarta International Airport,Puerto Vallarta,PVR,large_airport
Aeropuerto Internacional de Puerto Escondido,Puerto Escondido,PXM,medium_airport
Querétaro Intercontinental Airport,Querétaro,QRO,medium_airport
General Lucio Blanco International Airport,Reynosa,REX,medium_airport
Aeropuerto Internacional de Los Cabos,San José del Cabo,SJD,large_airport
Aeropuerto Internacional San Felipe,Mexicali,SFH,large_airport
Aeropuerto Internacional General Felipe Ángeles,Mexico City,NLU,large_airport
Ponciano Arriaga International Airport,San Luis Potosí,SLP,medium_airport
Francisco Sarabia Tinoco International Airport,Torreón,TRC,medium_airport
Angel Albino Corzo International Airport,Tuxtla Gutiérrez,TGZ,medium_airport
Aeropuerto Internacional Gral. Abelardo Rodriguez,Ciudad de Tijuana,TIJ,large_airport
Felipe Carrillo Puerto International Airport,Tulum,TQO,medium_airport
General Francisco Javier Mina International Airport,Tampico,TAM,medium_airport
Aeropuerto Nacional de Tamuín,Tamuin,TSL,small_airport
Adolfo López Mateos International Airport,Toluca,TLC,medium_airport
Aeropuerto Internacional de Tapachula,Tapachula,TAP,medium_airport
Aeropuerto Internacional de Cancún,Cancún,CUN,large_airport
Mal Airport,Mal Island,MMV,small_airport
Carlos Rovirosa Pérez International Airport,Villahermosa,VSA,medium_airport
General Heriberto Jara International Airport,Veracruz,VER,medium_airport
Aeropuerto Internacional General Leobardo C. Ruiz,Zacatecas,ZCL,medium_airport
Aeropuerto Internacional de Zihuatanejo,Ixtapa,ZIH,medium_airport
Zamora Airport,,ZMM,small_airport
Aeropuerto Internacional Playa de Oro,Manzanillo,ZLO,medium_airport
Mandalgobi Airport,Mandalgobi,MXW,small_airport
Bluefields Airport,Bluefileds,BEF,medium_airport
San Pedro Airport,Bonanza,BZA,small_airport
Costa Esmeralda Airport,Tola,ECI,small_airport
Corn Island Airport,Corn Island,RNI,small_airport
Augusto C. Sandino (Managua) International Airport,Managua,MGA,medium_airport
Maron Island Airport,Hermit Islands,MNP,small_airport
Puerto Cabezas Airport,Puerto Cabezas,PUZ,medium_airport
Rosita Airport,La Rosita,RFS,small_airport
San Carlos Airport,San Carlos,NCR,small_airport
Siuna,Siuna,SIU,small_airport
Waspam Airport,Waspam,WSP,small_airport
Maleo Airport,Morowali,MOH,small_airport
Moses Point Airport,Elim,MOS,small_airport
Bocas del Toro International Airport,Isla Colón,BOC,medium_airport
Alonso Valderrama Airport,Chitré,CTD,medium_airport
Changuinola Captain Manuel Niño International Airport,Changuinola,CHX,medium_airport
Enrique Malek International Airport,David,DAV,medium_airport
Enrique Adolfo Jimenez Airport,Colón,ONX,medium_airport
Makini Airport,Makini,MPG,small_airport
Panamá Pacífico International Airport,Panamá City,BLB,small_airport
Mamitupu Airport,Mamitupu,MPI,small_airport
Jaqué Airport,Jaqué,JQE,small_airport
Marcos A. Gelabert International Airport,Albrook,PAC,medium_airport
Puerto Obaldía Airport,Puerto Obaldía,PUE,small_airport
Capt. J. Montenegro Airport,Pedasí,PDM,small_airport
Scarlett Martinez International Airport,Río Hato,RIH,small_airport
Ruben Cantu Airport,Santiago,SYP,medium_airport
Tocumen International Airport,Tocumen,PTY,large_airport
Mapua(Mabua) Airport,Tatau Island,MPU,small_airport
El Porvenir Airport,El Porvenir,PVE,small_airport
San Blas Airport,Warsobtugua,NBL,small_airport
Miyanmin Airport,Miyanmin,MPX,small_airport
Malam Airport,Malam,MQO,small_airport
La Fortuna Arenal Airport,La Fortuna,FON,small_airport
Buenos Aires Airport,Punta Arenas,BAI,medium_airport
Barra del Colorado Airport,Pococi,BCL,medium_airport
Barra del Tortuguero,Tortuguero,TTQ,small_airport
Coto 47 Airport,Corredores,OTR,medium_airport
Chacarita Airport,Puntarenas,JAP,small_airport
Playa Samara/Carrillo Airport,Carrillo,PLD,small_airport
Drake Bay Airport,Puntarenas,DRK,small_airport
Flamingo Airport,Brasilito,FMG,small_airport
Golfito Airport,Golfito,GLF,medium_airport
Guapiles Airport,Pococi,GPL,medium_airport
Islita Airport,Nandayure,PBP,small_airport
Guanacaste Airport,Liberia,LIR,large_airport
Los Chiles Airport,Los Chiles,LSL,medium_airport
Limon International Airport,Puerto Limon,LIO,medium_airport
Mojica Airport,Cañas,CSC,small_airport
Guanacaste Airport,Nicoya/Guanacate,NCT,small_airport
Nosara Airport,Nicoya,NOB,medium_airport
Juan Santamaría International Airport,San José (Alajuela),SJO,medium_airport
Puerto Jimenez Airport,Puerto Jimenez,PJM,medium_airport
Palmar Sur Airport,Palmar Sur,PMZ,medium_airport
Tobías Bolaños International Airport,San Jose,SYQ,medium_airport
Quepos Managua Airport,Quepos,XQP,medium_airport
Rio Frio / Progreso Airport,Rio Frio / Progreso,RFR,small_airport
San Isidro del General Airport,Pérez Zeledón,IPZ,small_airport
San Vito de Java Airport,Coto Brus,TOO,small_airport
Moroak Airport,Moroak,MRT,small_airport
Tamarindo Airport,Tamarindo,TNO,small_airport
Tambor Airport,Nicoya,TMU,small_airport
Upala Airport,Upala,UPL,medium_airport
Marigot Seaplane Base,Saint Martin,MSB,seaplane_base
Monseñor Óscar Arnulfo Romero International Airport,San Salvador (San Luis Talpa),SAL,large_airport
Ilopango International Airport,San Salvador,ILS,medium_airport
Les Cayes Airport,Les Cayes,CYA,medium_airport
Cap Haitien International Airport,Cap Haitien,CAP,medium_airport
Metro Field,Fairbanks,MTX,small_airport
Jacmel Airport,Jacmel,JAK,medium_airport
Jérémie Airport,Jeremie,JEE,medium_airport
Toussaint Louverture International Airport,Port-au-Prince,PAP,large_airport
Port-de-Paix Airport,Port-de-Paix,PAX,medium_airport
Montepuez Airport,Montepuez,MTU,small_airport
Agalega Island Airstrip,Vingt Cinq,AHG,small_airport
Gustavo Rizo Airport,Baracoa,BCA,medium_airport
Las Brujas Airport,Cayo Santa Maria,BWW,small_airport
Carlos Manuel de Cespedes Airport,Bayamo,BYM,medium_airport
Máximo Gómez Airport,Ciro Redondo,AVI,medium_airport
Jardines Del Rey Airport,Cayo Coco,CCC,medium_airport
Jaime Gonzalez Airport,Cienfuegos,CFG,medium_airport
Vilo Acuña International Airport,Cayo Largo del Sur,CYO,medium_airport
Ignacio Agramonte International Airport,Camaguey,CMW,medium_airport
Antonio Maceo International Airport,Santiago,SCU,medium_airport
Leeward Point Field,Guantanamo Bay Naval Station,NBW,medium_airport
Mariana Grajales Airport,Guantánamo,GAO,medium_airport
José Martí International Airport,Havana,HAV,large_airport
Frank Pais International Airport,Holguin,HOG,medium_airport
Kawama Airport,Santa Marta,VRO,medium_airport
La Coloma Airport,Pinar del Rio,LCL,medium_airport
Alfredo Noa Díaz Airport,Maisí,UMA,small_airport
Mayajigua Airport,Mayajigua,MJG,small_airport
Orestes Acosta Airport,Moa,MOA,medium_airport
Sierra Maestra International Airport,Manzanillo,MZO,medium_airport
Rafael Cabrera Airport,Nueva Gerona,GER,medium_airport
Playa Baracoa Airport,Havana,UPB,medium_airport
Abel Santamaria Airport,Santa Clara,SNU,medium_airport
San Julián Air Base,Sandino,SNJ,medium_airport
Siguanea Airport,Isla de la Juventud,SZJ,medium_airport
